AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
Karapakkam,1370,193,2.0,2.0,4,2,08-08-1980,229005,152670,7633500,12
Karapakkam,1362,27,2.0,2.0,4,0,12-03-1964,252754,135194,5878000,12
Anna Nagar,1897,148,2.0,1.0,5,0,27-10-1990,559938,394030,20738440,4
Chrompet,1020,80,1.0,1.0,3,0,24-05-1979,208007,128004,8000250,7
Chrompet,897,79,1.0,1.0,3,2,06-04-1973,249117,44485,8897050,7
Adyar,1023,198,1.0,1.0,3,0,21-03-1994,484596,181723,12114895,0
Karapakkam,1344,100,2.0,2.0,4,2,02-11-1972,289579,224190,9341250,12
Anna Nagar,1689,96,1.0,1.0,4,2,14-06-1980,574409,307719,20514620,4
Velachery,1764,28,2.0,1.0,4,0,22-02-1954,440633,279067,14687760,15
KK Nagar,1820,84,3.0,2.0,5,2,27-06-2004,388329,221902,11095100,9
Chrompet,987,39,1.0,1.0,3,2,05-03-2006,340691,106466,10646600,7
T Nagar,1688,171,1.0,1.0,4,2,17-12-2000,321820,141601,12872810,13
Anna Nagar,1908,164,2.0,1.0,5,0,26-01-1989,339193,181711,12114050,4
Chrompet,1078,54,1.0,1.0,3,2,17-02-1972,243057,140225,9348350,7
Karapakkam,1637,100,2.0,2.0,4,2,03-08-1967,432745,169335,9407500,12
Adyar,1019,87,1.0,1.0,3,2,19-04-1988,322694,125492,8963715,0
Chrompet,1198,7,1.0,1.0,3,2,05-01-1983,355402,92141,13163050,7
Chrompet,1002,45,1.0,1.0,3,2,28-05-1984,404950,88583,12654700,7
Karapakkam,1088,176,1.0,1.0,3,0,24-02-1974,279923,118755,8482500,12
Anna Nagar,1703,101,1.0,1.0,4,2,02-04-1971,650685,230888,20989850,4
Chrompet,946,190,1.0,1.0,3,2,25-10-1996,231722,33103,8275800,7
Velachery,1983,6,3.0,2.0,5,0,27-12-1969,438606,186075,13291100,15
Karapakkam,1112,190,1.0,1.0,3,0,17-05-1963,407058,178709,9928250,12
Adyar,700,134,1.0,1.0,2,2,02-11-1996,273943,76095,7609525,0
Anna Nagar,1956,133,2.0,1.0,5,2,07-12-2007,394631,182137,15178120,4
KK Nagar,1666,175,2.0,1.0,4,0,13-01-1982,353677,171786,10105060,9
Velachery,1959,73,3.0,2.0,5,0,03-01-1956,388561,184055,10225280,15
Chrompet,1276,92,2.0,1.0,4,2,21-11-1995,340209,92784,10309370,7
Chrompet,1079,171,1.0,1.0,3,2,03-02-1991,211580,126948,8463200,7
KK Nagar,2357,151,4.0,2.0,6,2,18-06-1985,399003,193066,12871060,9
Anna Nagar,1988,134,2.0,1.0,5,0,09-11-1990,472793,177297,14774770,4
Karapakkam,1257,35,1.0,1.0,3,2,24-12-1986,359574,155270,8172125,12
Velachery,1827,182,3.0,2.0,5,0,11-04-1978,592747,296374,14818680,15
T Nagar,1661,51,1.0,1.0,4,2,21-01-1995,777136,224960,20450950,13
Karapakkam,939,35,1.0,1.0,3,0,30-03-1982,338513,192129,9149000,12
Velachery,1607,45,2.0,1.0,4,2,03-10-2004,374971,149988,12499040,15
KK Nagar,1829,50,3.0,2.0,5,0,09-02-1980,441738,226006,10272980,9
Chrompet,806,11,1.0,1.0,3,0,29-09-1996,241819,86364,8636400,7
Chrompet,784,162,1.0,1.0,2,0,18-10-1985,209997,44999,7499900,7
Velachery,1540,36,2.0,1.0,4,2,23-10-1987,480611,113829,12647660,15
Anna Nagar,1794,62,1.0,1.0,4,0,16-11-2000,729338,104191,20838230,4
KK Nagar,1875,22,3.0,2.0,5,0,07-04-2004,279874,158595,9329120,9
KK Nagar,1494,35,2.0,1.0,4,0,10-08-2002,282731,82083,9120360,9
T Nagar,1921,134,2.0,1.0,5,2,01-06-1981,694678,126305,21050860,13
Adyar,603,188,1.0,1.0,2,0,05-12-2001,197931,61853,6185335,0
KK Nagar,1479,192,2.0,1.0,4,0,05-06-1984,319235,134415,8400920,9
Anna Nagar,1574,128,1.0,1.0,4,0,25-11-1978,320110,189695,11855940,4
Chrompet,730,4,1.0,1.0,2,2,09-03-1989,242260,89726,8972600,7
KK Nagar,2450,197,4.0,2.0,6,0,23-04-1980,562797,137573,12506600,9
KK Nagar,1379,83,2.0,1.0,4,0,14-05-1990,439020,122517,10209760,9
T Nagar,1621,101,1.0,1.0,4,0,15-02-1964,412785,167694,12899530,13
Karapakkam,617,74,1.0,1.0,2,0,19-02-1984,118866,47051,2476375,12
Karapakkam,508,115,1.0,1.0,2,2,29-12-1995,249876,62469,5679000,12
Karapakkam,1485,120,2.0,2.0,4,2,25-09-1977,360923,104267,8020500,12
Karapakkam,804,46,1.0,1.0,2,0,24-10-2003,293869,75566,8396250,12
Chrompet,917,147,1.0,1.0,3,0,12-11-1999,199097,78217,7110600,7
Anna Nagar,1729,80,1.0,1.0,4,0,22-09-1974,382289,99112,14158860,4
Chrompet,1102,89,1.0,1.0,3,2,02-02-1980,449839,246686,14510950,7
Velachery,1826,67,3.0,2.0,5,2,26-06-1974,647223,215741,16595470,15
Velachery,1864,46,3.0,2.0,5,2,16-08-1958,636543,206876,15913570,15
Velachery,1776,196,2.0,1.0,4,0,31-08-1956,333552,177200,10423510,15
Chrompet,1091,184,1.0,1.0,3,0,31-08-2002,317265,164978,12690600,7
Adyar,712,118,1.0,1.0,2,2,07-05-1998,403057,137888,10606765,0
Chrompet,795,16,1.0,1.0,2,2,18-05-1997,406341,209327,12313350,7
Chrompet,922,80,1.0,1.0,3,2,06-05-1987,332248,53160,13289900,7
Karapakkam,1473,80,2.0,2.0,4,2,12-02-2000,258912,100224,8352000,12
Karapakkam,1699,10,2.0,2.0,4,2,24-12-2000,422679,102814,11423750,12
Chrompet,1026,5,1.0,1.0,3,0,29-06-1992,293482,80961,10120070,7
Anna Nagar,1570,68,1.0,1.0,4,0,15-02-1975,322143,96643,10738110,4
KK Nagar,1479,199,2.0,1.0,4,0,01-10-1986,348321,186904,8495640,9
KK Nagar,2380,20,4.0,2.0,6,0,04-12-1988,518324,135751,12341040,9
Chrompet,704,52,1.0,1.0,2,0,26-02-1976,162460,81230,6248450,7
KK Nagar,1325,139,1.0,1.0,3,2,12-06-1984,322145,101730,8477500,9
Velachery,1558,49,2.0,1.0,4,0,19-12-1949,452317,87950,12564350,15
Chrompet,1133,64,1.0,1.0,3,2,15-11-2004,307064,158184,9304960,7
KK Nagar,1866,86,3.0,2.0,5,0,19-01-1991,530289,227267,10822220,9
Adyar,936,106,1.0,1.0,3,2,26-01-1987,352492,108459,9038260,0
Velachery,1657,187,2.0,1.0,4,0,23-06-1958,401448,184449,10849950,15
Chrompet,904,36,1.0,1.0,3,0,05-12-1999,236658,50712,8452080,7
Chrompet,924,183,1.0,1.0,3,2,20-02-1985,404553,229247,13485100,7
KK Nagar,2031,74,3.0,2.0,5,2,09-03-1993,498882,190050,11878140,9
Velachery,1945,63,3.0,2.0,5,2,03-04-1995,416553,153467,10961920,15
Chrompet,1297,170,2.0,1.0,4,0,07-08-1975,282477,131150,10088450,7
KK Nagar,2179,132,3.0,2.0,5,2,06-04-1981,589346,357180,17858980,9
Chrompet,996,191,1.0,1.0,3,2,11-09-1984,264927,63948,9135400,7
Chrompet,969,176,1.0,1.0,3,0,26-02-1972,285331,43232,8646380,7
Velachery,1506,180,2.0,1.0,4,0,03-09-1982,291588,85761,8576110,15
Chrompet,1095,52,1.0,1.0,3,0,30-11-1993,276119,108774,8367250,7
KK Nagar,1329,44,1.0,1.0,3,2,23-07-1992,492038,236178,9840760,9
Karapakkam,1130,130,1.0,1.0,3,2,15-08-2005,253845,177692,8461500,12
Karapakkam,1299,141,1.0,1.0,3,0,24-02-1975,458004,117164,10651250,12
Karapakkam,514,79,1.0,1.0,2,0,02-11-1973,111366,43309,3093500,12
KK Nagar,1738,178,2.0,1.0,4,0,25-05-2006,330042,159698,10646500,9
TNagar,1782,168,1.0,1.0,4,0,18-05-1993,375257,181576,12105050,14
Karapakkam,749,132,1.0,1.0,2,2,20-11-1964,218325,101175,5325000,12
Chrompet,1267,5,2.0,1.0,4,2,21-04-1984,234915,65776,9396600,7
Karapakkam,694,32,1.0,1.0,2,0,18-02-1977,270514,97108,6936250,12
Adyar,1175,69,1.0,1.0,3,2,16-08-1979,418573,160990,10732635,0
Anna Nagar,1846,62,2.0,1.0,5,0,28-03-1972,769310,222695,20244990,4
KK Nagar,1428,17,2.0,1.0,4,2,28-05-2002,648247,181509,12964940,9
Adyar,824,46,1.0,1.0,3,2,24-07-1980,267959,102455,7881135,0
Velachery,1637,157,2.0,1.0,4,2,19-03-1971,511497,242288,13460460,15
KK Nagar,2189,144,3.0,2.0,5,2,21-02-1998,510297,234461,13791820,9
Adyar,1128,123,1.0,1.0,3,2,24-11-1975,328536,19326,9662810,0
Karapakkam,1213,22,1.0,1.0,3,0,18-09-1976,325158,117610,6918250,12
Velachery,1984,138,3.0,2.0,5,2,29-07-1971,486061,282229,15679400,15
Adyar,680,126,1.0,1.0,2,2,02-02-1986,257659,68709,8588630,0
Velachery,1508,54,2.0,1.0,4,0,13-05-1957,206724,137816,6890790,15
Anna Nagar,2000,102,2.0,1.0,5,0,19-09-1972,690587,334830,20926890,4
Anna Nagar,1538,187,1.0,1.0,4,2,24-04-1994,698753,139751,19964360,4
T Nagar,1723,19,1.0,1.0,4,2,08-04-1978,490038,226171,12565070,13
Chrompet,1161,58,1.0,1.0,3,2,30-08-1974,296434,127043,10586920,7
Velachery,1676,34,2.0,1.0,4,2,10-09-1977,299942,118159,9089160,15
T Nagar,1749,4,1.0,1.0,4,0,23-12-1997,454076,113519,11351890,13
KK Nagar,2199,200,3.0,2.0,5,2,18-12-1990,561509,204185,12761560,9
Chrompet,1101,30,1.0,1.0,3,0,12-03-1973,269472,62877,8982400,7
Adyar,1240,5,2.0,2.0,4,2,09-05-1999,404199,74458,10636820,0
Adyar,1266,7,2.0,2.0,4,0,16-11-1969,300546,113720,8122870,0
Chrompet,1021,159,1.0,1.0,3,2,02-05-2005,298097,83840,9315520,7
Velachery,1713,72,2.0,1.0,4,2,17-10-1974,292206,118462,7897470,15
Velachery,1563,158,2.0,1.0,4,0,17-08-1970,174011,101039,5613270,15
Chrompet,889,133,1.0,1.0,3,0,10-01-1994,400826,133609,12146250,7
Velachery,1925,17,3.0,2.0,5,2,18-07-1982,331656,176883,11055190,15
KK Nagar,1791,107,3.0,2.0,5,0,07-01-1987,438239,125211,10434260,9
Chrompet,910,178,1.0,1.0,3,2,24-11-1983,303146,45931,9186250,7
KK Nagar,2450,78,4.0,2.0,6,0,19-05-1999,360785,232765,11638240,9
KK Nagar,1763,155,2.0,1.0,4,2,31-12-1983,353206,83107,10388400,9
Chrompet,1170,5,1.0,1.0,3,0,07-04-1974,385904,186728,12448500,7
Adyar,1294,26,2.0,2.0,4,2,28-10-1990,311499,155750,10383300,0
KK Nagar,1386,101,2.0,1.0,4,2,01-04-2006,496825,262213,13800700,9
Karapakkam,1506,156,2.0,2.0,4,2,14-04-1975,264460,161256,6450250,12
Anna Nagar,1830,33,2.0,1.0,5,0,20-07-1968,769130,270235,20787310,4
Chrompet,744,112,1.0,1.0,2,2,08-08-1985,174992,32406,6481200,7
Chrompet,1298,75,2.0,1.0,4,2,14-07-2010,291582,116633,9719400,7
Anna Nagar,1615,181,1.0,1.0,4,0,27-08-1983,295379,157535,9845950,4
KK Nagar,1964,35,3.0,2.0,5,0,02-06-1992,383214,211776,10084580,9
Chrompet,812,21,1.0,1.0,3,0,15-09-2002,224009,86713,7226100,7
Adyar,1270,70,2.0,2.0,4,2,02-02-2000,480796,160265,14569565,0
Karapakkam,1045,59,1.0,1.0,3,0,21-02-1977,128691,53621,3574750,12
Chrompet,1093,51,1.0,1.0,3,0,07-11-1996,271262,61253,8750400,7
Chrompet,934,29,1.0,1.0,3,0,04-07-1994,193095,57213,7151680,7
Velachery,1617,171,2.0,1.0,4,0,03-12-1969,324098,76760,8528890,15
Velachery,1994,87,3.0,2.0,5,0,20-11-1980,309945,92146,8376880,15
Velachery,1759,8,2.0,1.0,4,2,26-03-1975,443217,83852,11978830,15
KK Nagar,1968,126,3.0,2.0,5,2,20-12-1998,652659,208851,13053180,9
Karapakkam,785,103,1.0,1.0,2,0,22-01-1979,194903,62203,4146875,12
Velachery,1956,11,3.0,2.0,5,0,07-02-1994,353953,133928,9566290,15
Karapakkam,1042,27,1.0,1.0,3,0,13-04-2005,281930,143964,5998500,12
Anna Nagar,1566,21,1.0,1.0,4,0,17-08-1982,309693,114701,11470100,4
KK Nagar,1380,167,2.0,1.0,4,0,09-07-1980,519292,193225,12076560,9
Karapakkam,1047,52,1.0,1.0,3,2,09-04-1962,332906,74734,6794000,12
Chrompet,975,80,1.0,1.0,3,0,10-07-2001,201871,129198,8074850,7
Chrompet,1036,152,1.0,1.0,3,0,06-04-1993,224466,33254,8313550,7
Anna Nagar,1960,56,2.0,1.0,5,0,03-11-1974,506073,77857,12976220,4
KK Nagar,2438,153,4.0,2.0,6,0,29-12-2006,368017,106844,11871500,9
T Nagar,1752,163,1.0,1.0,4,0,13-05-1983,419552,119872,11987190,13
Chrompet,1272,192,2.0,1.0,4,0,06-09-1986,281019,27195,9065140,7
Adyr,784,17,1.0,1.0,2,0,20-12-1983,352718,90440,9044045,1
KK Nagar,2461,184,4.0,2.0,6,0,27-06-1983,444954,152556,12712980,9
Chrompet,911,98,1.0,1.0,3,0,14-12-1981,299198,34523,11507600,7
KK Nagar,2330,1,4.0,2.0,6,2,05-04-1993,612818,158147,19768320,9
Velachery,1673,86,2.0,1.0,4,0,09-01-1962,288431,127249,8483250,15
Chrompet,1171,10,1.0,1.0,3,0,21-02-2003,449122,238596,14035050,7
Velachery,1966,60,3.0,2.0,5,0,15-06-1999,317668,140148,9343170,15
Karapakkam,850,125,1.0,1.0,2,2,17-08-1963,323806,84471,7039250,12
Anna Nagar,1622,37,1.0,1.0,4,0,29-05-1985,305338,124397,11308830,4
Velachery,1938,5,3.0,2.0,5,0,17-10-1971,369739,231087,11554330,15
Anna Nagar,1867,138,2.0,1.0,5,2,12-12-1983,337695,108062,13507780,4
Adyar,791,72,1.0,1.0,2,2,11-12-1994,242708,25548,6387040,0
Anna Nagar,1958,82,2.0,1.0,5,0,21-12-1985,594051,118810,19801690,4
Anna Nagar,1601,108,1.0,1.0,4,0,04-10-1970,505862,113819,12646540,4
Karapakkam,1617,160,2.0,2.0,4,2,12-09-1974,521505,289725,14486250,12
Chrompet,1015,105,1.0,1.0,3,0,04-07-1976,362010,58389,11677750,7
T Nagar,1572,111,1.0,1.0,4,2,12-03-1983,319140,208669,12274630,13
T Nagar,1924,139,2.0,1.0,5,0,27-03-1975,372072,179146,13780460,13
T Nagar,1848,33,2.0,1.0,5,0,25-05-1997,502253,221582,14772160,13
Chrompet,1238,34,2.0,1.0,4,2,18-12-2007,322053,171091,10064150,7
T Nagar,1556,188,1.0,1.0,4,2,11-04-1988,415316,232088,12215170,13
Anna Nagar,1543,97,1.0,1.0,4,2,02-02-1999,578573,235045,18080410,4
Anna Nagar,1534,7,1.0,1.0,4,0,23-12-1988,692463,155804,17311570,4
KK Nagar,1635,46,2.0,1.0,4,0,05-09-1998,293971,169256,8908220,9
KK Nagar,1450,120,2.0,1.0,4,2,07-09-2000,477595,244104,10613220,9
Chrompet,1117,152,1.0,1.0,3,0,22-12-1972,223631,91109,8282640,7
Chrompet,953,18,1.0,1.0,3,2,01-03-1991,249555,96602,8050150,7
Chrompet,742,7,1.0,1.0,2,2,07-11-1994,238070,126475,7439700,7
Karapakkam,820,63,1.0,1.0,2,2,17-12-2005,250045,76101,5435750,12
Anna Nagar,1895,194,2.0,1.0,5,2,28-10-1978,344261,68852,13770420,4
Anna Nagar,1717,199,1.0,1.0,4,2,06-03-1979,731893,203304,20330350,4
Chrompet,790,166,1.0,1.0,2,2,23-10-1977,268584,86640,8664000,7
Velachery,1885,156,3.0,2.0,5,2,13-10-1953,590782,164106,16410600,15
Velachery,1749,181,2.0,1.0,4,2,04-03-2003,421703,111627,12403030,15
Karapakkam,734,151,1.0,1.0,2,0,06-05-1991,268090,100534,6702250,12
Karapakkam,1624,3,2.0,2.0,4,0,04-10-1988,231480,43066,5383250,12
Adyar,953,63,1.0,1.0,3,2,07-04-1986,329346,16467,8233645,0
Chrompet,967,158,1.0,1.0,3,2,19-10-1974,239229,41246,8249290,7
Chrompet,961,15,1.0,1.0,3,0,24-10-1989,218006,148244,8720250,7
Karapakkam,1034,73,1.0,1.0,3,2,13-08-1983,256914,48936,6117000,12
Velachery,1940,89,3.0,2.0,5,0,13-05-1998,355462,172345,10771580,15
Chrompet,753,150,1.0,1.0,2,0,26-11-1972,250152,111179,9264900,7
Karapakkam,755,76,1.0,1.0,2,0,28-12-1981,230826,135780,6789000,12
Anna Nagar,1971,72,2.0,1.0,5,0,17-02-1966,786861,170132,21266520,4
Chrompet,1026,29,1.0,1.0,3,2,24-05-1981,319970,63994,12798800,7
Karapakkam,1375,151,2.0,2.0,4,0,14-09-1984,242676,135447,5643625,12
Karapakkam,728,97,1.0,1.0,2,0,28-04-1978,135229,64675,2939750,12
Anna Nagar,1807,70,2.0,1.0,5,0,01-08-1988,468129,156043,13003580,4
Karapakkam,1333,31,2.0,2.0,4,0,13-12-2004,359585,174933,9718500,12
Chrompet,1093,142,1.0,1.0,3,2,08-04-1988,265752,104403,9491150,7
Adyar,1191,152,1.0,1.0,3,0,22-09-1984,263226,100645,7741945,0
T Nagar,1984,156,2.0,1.0,5,2,17-05-2005,620346,301790,16766120,13
Karapakkam,888,9,1.0,1.0,2,2,23-03-1979,295447,64228,6422750,12
Chrompet,1100,102,1.0,1.0,3,2,10-08-1990,444780,222390,14826000,7
Chrompet,1294,90,2.0,1.0,4,2,07-12-1990,440783,258390,15199400,7
Velachery,1904,89,3.0,2.0,5,0,10-09-1957,392282,110644,10058510,15
Karapakkam,1045,34,1.0,1.0,3,2,10-05-1992,419630,128458,8563875,12
Karapakkam,1253,200,1.0,1.0,3,0,16-01-2004,217323,120735,6036750,12
KK Nagar,1472,138,2.0,1.0,4,0,01-02-1985,514242,184600,13185700,9
Anna Nagar,1765,97,1.0,1.0,4,0,17-11-1971,650414,121953,20325440,4
T Nagar,1634,65,1.0,1.0,4,2,16-09-1981,469968,147704,13427670,13
KK Nagar,1823,52,3.0,2.0,5,2,16-04-1985,516554,371273,16142300,9
KK Nagar,2404,71,4.0,2.0,6,2,08-03-2000,554568,229943,13526040,9
Chrompet,985,2,1.0,1.0,3,0,03-11-1982,239336,153175,9573450,7
Chrompet,826,116,1.0,1.0,3,2,23-01-1994,255931,36562,9140400,7
Chrompet,705,110,1.0,1.0,2,0,06-01-1991,194888,112436,7495700,7
Chrompet,987,9,1.0,1.0,3,0,25-03-1997,185396,51911,7415850,7
KK Nagar,1625,100,2.0,1.0,4,2,27-07-1980,306962,184177,10232060,9
Velachery,1729,56,2.0,1.0,4,2,13-10-1995,291940,149713,7485650,15
Anna Nagar,1791,165,1.0,1.0,4,2,11-08-2003,809394,121409,20234860,4
Chrompet,1019,16,1.0,1.0,3,2,24-09-1993,278526,123789,10315780,7
Chrompet,1212,43,2.0,1.0,4,0,16-12-1984,396262,111449,12383200,7
Adyar,1234,129,2.0,2.0,4,0,23-03-1992,222457,96398,7415240,0
Karapakkam,850,114,1.0,1.0,2,0,03-10-2003,117538,67673,3561750,12
Adyar,662,138,1.0,1.0,2,2,02-10-1983,265443,26544,8848105,0
Karapakkam,1555,113,2.0,2.0,4,0,01-08-1972,297347,139928,8745500,12
Anna Nagar,1711,7,1.0,1.0,4,2,09-06-1985,302833,145808,11216030,4
Chrompet,1064,68,1.0,1.0,3,2,24-01-1973,422925,39649,13216400,7
Chrompet,816,123,1.0,1.0,3,2,14-08-1979,246834,32911,8227800,7
Adyar,1252,15,2.0,2.0,4,2,01-09-1995,324132,85298,8529780,0
Velachery,1917,200,3.0,2.0,5,0,24-02-1984,280961,72247,8027460,15
Chrompet,1013,63,1.0,1.0,3,2,07-05-1992,333797,93880,10431150,7
Chrompet,1080,4,1.0,1.0,3,0,22-11-1996,266211,108148,8319100,7
Karapakkam,627,154,1.0,1.0,2,0,30-10-1999,280401,118391,6231125,12
Chrompet,1058,200,1.0,1.0,3,2,09-07-1987,402503,48788,12197050,7
Chrompet,951,117,1.0,1.0,3,0,22-11-1985,325398,162699,11621350,7
Anna Nagar,1823,45,2.0,1.0,5,0,04-03-1991,497660,134503,13450260,4
Karapakkam,575,86,1.0,1.0,2,0,24-11-2002,131183,43728,3975250,12
Chrompet,737,93,1.0,1.0,2,2,17-10-1987,312030,113465,9455450,7
Adyar,706,23,1.0,1.0,2,0,31-12-1981,197132,5055,5054675,0
Karapakkam,1109,7,1.0,1.0,3,0,25-02-1988,176987,130138,5205500,12
Chrompet,1211,170,2.0,1.0,4,0,10-10-2000,239519,27637,9212250,7
Karapakkam,1450,114,2.0,2.0,4,0,24-09-1972,282500,117134,6890250,12
Adyar,1277,48,2.0,2.0,4,0,10-06-1979,503434,176882,13606320,0
T Nagar,1568,120,1.0,1.0,4,0,18-08-1993,320072,153635,12802880,13
Adyar,995,16,1.0,1.0,3,0,20-05-1970,389504,48688,12171985,0
Karapakkam,1304,80,1.0,1.0,3,2,21-12-1971,295746,154595,6721500,12
Karapakkam,561,115,1.0,1.0,2,0,04-01-1976,235188,79964,4703750,12
Karapakkam,831,63,1.0,1.0,2,0,05-03-1977,304163,66916,6083250,12
Anna Nagar,1811,143,2.0,1.0,5,2,13-07-1986,432321,216161,13510040,4
KK Nagar,1563,122,2.0,1.0,4,0,08-12-1990,429046,221443,13840180,9
Chrompet,1107,36,1.0,1.0,3,0,23-06-2001,358626,39847,13282450,7
Chrompt,910,10,1.0,1.0,3,0,16-06-1992,243280,102021,7847750,8
T Nagar,1512,163,1.0,1.0,4,2,16-10-2003,537406,148250,18531240,13
Chrompet,1061,141,1.0,1.0,3,2,23-02-1975,304066,73395,10485020,7
Velachery,1851,100,3.0,2.0,5,0,02-10-1990,356633,200606,11144770,15
Anna Nagar,1655,157,1.0,1.0,4,2,08-05-1989,658772,144106,20586630,4
Karapakkam,895,44,1.0,1.0,3,0,31-10-1963,168563,48938,5437500,12
Karapakkam,1192,146,1.0,1.0,3,0,02-01-2001,414228,120817,8629750,12
Velachery,1670,197,2.0,1.0,4,0,21-10-1970,252573,57033,8147530,15
Anna Nagar,1532,153,1.0,1.0,4,0,09-07-1986,395546,67808,11301300,4
Velachery,1896,188,3.0,2.0,5,0,22-04-1993,386563,109030,9911860,15
Karapakkam,1296,166,1.0,1.0,3,2,26-07-2000,281102,78447,6537250,12
KK Nagar,2045,161,3.0,2.0,5,2,25-11-1996,559590,406974,16957260,9
Adyar,722,22,1.0,1.0,2,0,19-03-2003,201816,10622,5310935,0
Adyar,637,197,1.0,1.0,2,2,01-09-2000,391348,42308,10576965,0
Velachery,1519,109,2.0,1.0,4,2,19-01-1963,405836,114141,12682380,15
Karapakkam,1107,41,1.0,1.0,3,0,23-11-1964,178480,89240,4462000,12
Anna Nagar,1788,113,1.0,1.0,4,2,05-08-1982,516103,176561,13581650,4
Karapakkam,923,75,1.0,1.0,3,2,13-02-1997,257136,80814,7346750,12
Chrompet,1261,181,2.0,1.0,4,2,07-02-1990,294683,127696,9822750,7
T Nagar,1773,182,1.0,1.0,4,0,18-06-1977,423038,267924,14101250,13
Chrompet,1104,124,1.0,1.0,3,2,25-05-2005,281829,145773,9718230,7
Chrompet,883,31,1.0,1.0,3,0,12-10-1976,210096,108939,7781350,7
Karapakkam,1639,7,2.0,2.0,4,2,31-01-1972,272602,193460,8793625,12
Karapakkam,910,190,1.0,1.0,3,0,27-12-1961,173685,140069,5602750,12
Karapakkam,1572,152,2.0,2.0,4,2,21-01-1964,308867,147719,6714500,12
KK Nagar,1854,139,3.0,2.0,5,2,04-11-2002,437922,229909,10948060,9
Karapakkam,1219,27,1.0,1.0,3,2,07-11-1974,279362,89158,5943875,12
Adyar,1033,18,1.0,1.0,3,2,08-07-1977,264785,40119,8023795,0
Adyar,861,153,1.0,1.0,3,2,05-06-2003,235199,98632,7587075,0
Chrompet,963,170,1.0,1.0,3,2,01-03-1971,222432,103272,7944000,7
Velachery,1537,71,2.0,1.0,4,0,07-03-1960,298736,97089,7468400,15
Karapakkam,1579,118,2.0,2.0,4,0,19-04-1965,345710,93435,9343500,12
T Nagar,1925,35,2.0,1.0,5,2,22-03-1981,317209,203013,12688340,13
Karapakkam,1584,86,2.0,2.0,4,0,09-02-2001,482782,209905,10495250,12
T Nagar,1829,31,2.0,1.0,5,2,09-04-1999,512246,227665,14229060,13
Velachery,1761,5,2.0,1.0,4,0,04-01-1956,386251,159044,11360310,15
Karapakkam,1204,150,1.0,1.0,3,2,10-08-1989,268281,149045,7452250,12
Chrompet,1165,108,1.0,1.0,3,0,17-11-1973,262280,98355,8196250,7
Chrompet,1109,48,1.0,1.0,3,0,22-05-1989,235275,34856,8713900,7
Chrompt,818,66,1.0,1.0,3,2,28-03-2006,305559,188036,11752250,8
T Nagar,1600,153,1.0,1.0,4,0,26-12-2003,415246,195410,12213120,13
Karapakkam,1170,160,1.0,1.0,3,0,11-06-1981,407803,141483,8322500,12
Chrompet,1288,78,2.0,1.0,4,0,27-04-1981,232310,151895,8935000,7
Anna Nagar,1598,104,1.0,1.0,4,2,12-01-1986,454192,66793,13358600,4
Chrompet,722,142,1.0,1.0,2,0,19-11-1978,168850,32471,6494240,7
Chrompet,798,172,1.0,1.0,2,0,24-06-1988,194585,71348,6486150,7
Karapakkam,933,15,1.0,1.0,3,2,14-01-1990,349800,139920,8745000,12
Chrompet,1086,124,1.0,1.0,3,2,19-04-2008,434676,182283,14021800,7
KK Nagar,1952,0,3.0,2.0,5,0,24-08-1983,483558,145067,9671160,9
Chrompet,1052,113,1.0,1.0,3,0,30-08-1976,196787,47229,7871490,7
Velachery,1786,22,2.0,1.0,4,0,17-03-1998,454563,113641,14205080,15
Karapakkam,1652,107,2.0,2.0,4,0,02-12-2001,224464,105218,7014500,12
Karapakkam,1607,105,2.0,2.0,4,2,24-04-1966,186818,137000,6227250,12
Chrompet,1229,20,2.0,1.0,4,0,28-06-1983,222515,79470,7946950,7
T Nagar,1902,130,2.0,1.0,5,0,20-03-1982,544913,262366,20181980,13
Velachery,1677,22,2.0,1.0,4,0,27-07-1984,406252,165040,12695370,15
Chrmpet,979,9,1.0,1.0,3,2,06-09-2005,250856,98551,8959150,6
Adyar,655,25,1.0,1.0,2,0,08-01-1973,253588,47548,7924640,0
Chrompet,947,110,1.0,1.0,3,2,15-12-1966,320431,189885,11867800,7
Velachery,1882,179,3.0,2.0,5,0,09-09-1960,434072,210835,12402070,15
Chrompet,963,97,1.0,1.0,3,2,02-02-1999,223031,107385,8260400,7
Chrompet,1055,7,1.0,1.0,3,2,25-01-1987,350001,181035,12069000,7
Karapakkam,1390,6,2.0,2.0,4,0,13-01-1971,291085,106929,5940500,12
Velachery,1599,65,2.0,1.0,4,2,15-02-1978,295614,55927,7989570,15
Karapakkam,1591,184,2.0,2.0,4,0,09-11-1987,395595,87910,8791000,12
Karapakkam,1265,81,1.0,1.0,3,2,06-12-1985,401080,90243,10027000,12
Adyar,870,5,1.0,1.0,3,2,21-08-1975,411107,44444,11111010,0
Adyar,1122,178,1.0,1.0,3,2,05-11-1996,292369,17198,8599095,0
Adyar,613,172,1.0,1.0,2,2,15-05-1977,241316,73735,6703210,0
Velachery,1670,52,2.0,1.0,4,2,29-05-1994,309829,81534,8153390,15
KK Nagar,1338,116,2.0,1.0,4,0,27-12-2000,411103,231246,12846980,9
